file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,158,css,1e6c96f0,SriSupratikTalari,2025-05-02,13:11:05,-07:00,2025-05-02T13:11:05-07:00,0,11
style.css,159,css,1e6c96f0,SriSupratikTalari,2025-05-02,13:11:05,-07:00,2025-05-02T13:11:05-07:00,0,18
style.css,160,css,1e6c96f0,SriSupratikTalari,2025-05-02,13:11:05,-07:00,2025-05-02T13:11:05-07:00,0,0
style.css,161,css,298a0e28,SriSupratikTalari,2025-05-02,11:45:56,-07:00,2025-05-02T11:45:56-07:00,0,0
index.js,1,js,998da91b,SriSupratikTalari,2025-04-24,17:12:57,-07:00,2025-04-24T17:12:57-07:00,0,71
index.js,2,js,b78eed3e,SriSupratikTalari,2025-04-24,16:39:59,-07:00,2025-04-24T16:39:59-07:00,0,64
index.js,3,js,797f192a,SriSupratikTalari,2025-04-21,23:13:27,-07:00,2025-04-21T23:13:27-07:00,0,43
index.js,4,js,797f192a,SriSupratikTalari,2025-04-21,23:13:27,-07:00,2025-04-21T23:13:27-07:00,0,61
index.js,5,js,b78eed3e,SriSupratikTalari,2025-04-24,16:39:59,-07:00,2025-04-24T16:39:59-07:00,0,20
index.js,6,js,00c94558,SriSupratikTalari,2025-04-22,16:56:20,-07:00,2025-04-22T16:56:20-07:00,0,55
index.js,7,js,998da91b,SriSupratikTalari,2025-04-24,17:12:57,-07:00,2025-04-24T17:12:57-07:00,0,61
index.js,8,js,78e3e480,SriSupratikTalari,2025-04-25,11:26:30,-07:00,2025-04-25T11:26:30-07:00,0,22
index.js,9,js,998da91b,SriSupratikTalari,2025-04-24,17:12:57,-07:00,2025-04-24T17:12:57-07:00,0,61
index.js,10,js,998da91b,SriSupratikTalari,2025-04-24,17:12:57,-07:00,2025-04-24T17:12:57-07:00,0,18
index.js,11,js,998da91b,SriSupratikTalari,2025-04-24,17:12:57,-07:00,2025-04-24T17:12:57-07:00,0,25
index.js,12,js,998da91b,SriSupratikTalari,2025-04-24,17:12:57,-07:00,2025-04-24T17:12:57-07:00,0,3
index.js,13,js,78e3e480,SriSupratikTalari,2025-04-25,11:26:30,-07:00,2025-04-25T11:26:30-07:00,0,23
index.js,14,js,998da91b,SriSupratikTalari,2025-04-24,17:12:57,-07:00,2025-04-24T17:12:57-07:00,0,56
index.js,15,js,998da91b,SriSupratikTalari,2025-04-24,17:12:57,-07:00,2025-04-24T17:12:57-07:00,0,56
index.js,16,js,998da91b,SriSupratikTalari,2025-04-24,17:12:57,-07:00,2025-04-24T17:12:57-07:00,0,50
index.js,17,js,998da91b,SriSupratikTalari,2025-04-24,17:12:57,-07:00,2025-04-24T17:12:57-07:00,0,50
index.js,18,js,998da91b,SriSupratikTalari,2025-04-24,17:12:57,-07:00,2025-04-24T17:12:57-07:00,0,4
index.js,19,js,998da91b,SriSupratikTalari,2025-04-24,17:12:57,-07:00,2025-04-24T17:12:57-07:00,0,1
index.js,20,js,998da91b,SriSupratikTalari,2025-04-24,17:12:57,-07:00,2025-04-24T17:12:57-07:00,0,0
index.html,1,html,c1f52cc3,SriSupratikTalari,2025-04-02,17:06:07,-07:00,2025-04-02T17:06:07-07:00,0,14
index.html,2,html,c1f52cc3,SriSupratikTalari,2025-04-02,17:06:07,-07:00,2025-04-02T17:06:07-07:00,0,15
index.html,3,html,c1f52cc3,SriSupratikTalari,2025-04-02,17:06:07,-07:00,2025-04-02T17:06:07-07:00,0,5
index.html,4,html,c1f52cc3,SriSupratikTalari,2025-04-02,17:06:07,-07:00,2025-04-02T17:06:07-07:00,0,21
index.html,5,html,c1f52cc3,SriSupratikTalari,2025-04-02,17:06:07,-07:00,2025-04-02T17:06:07-07:00,0,69
index.html,6,html,c1f52cc3,SriSupratikTalari,2025-04-02,17:06:07,-07:00,2025-04-02T17:06:07-07:00,0,62
index.html,7,html,1d7bd18b,SriSupratikTalari,2025-04-02,17:46:38,-07:00,2025-04-02T17:46:38-07:00,0,39
index.html,8,html,c1f52cc3,SriSupratikTalari,2025-04-02,17:06:07,-07:00,2025-04-02T17:06:07-07:00,0,6
index.html,9,html,3c22d623,SriSupratikTalari,2025-04-09,09:14:55,-07:00,2025-04-09T09:14:55-07:00,0,5
index.html,10,html,b78eed3e,SriSupratikTalari,2025-04-24,16:39:59,-07:00,2025-04-24T16:39:59-07:00,0,51
